"QueryText "," NumResultRows"," UtilityRowCount","CallNestingLevel","QueryBand "," StartTime"," FirstStepTime"," FirstRespTime","NumSteps"," TotalIOCount"," AMPCPUTime"," ParserCPUTime"," UtilityByteCount"," DelayTime","NumOfActiveAMPs"," MaxAMPCPUTime","MaxCPUAmpNumber"," MaxAmpIO","MaxIOAmpNumber"," MinAmpIO"," SpoolUsage","ResponseTimeMet"," TDWMEstMaxRows"," TDWMEstLastRows"," TDWMEstTotalTime"," AMPCPUTimeNorm"," ParserCPUTimeNorm"," MaxAMPCPUTimeNorm","MaxCPUAmpNumberNorm"," MinAmpCPUTimeNorm"," EstProcTime"," EstMaxRowCount"," WDDelayTime"," ParserExpReq","CPUDecayLevel","IODecayLevel"," SeqRespTime"," ReqIOKB"," ReqPhysIO"," ReqPhysIOKB"
"select o_year, sum(case when nation = 'BRAZIL' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_disco "," 2"," ?"," 0","? ","2014-11-08 20:39:49.84","2014-11-08 20:39:49.84","2014-11-08 20:39:56.63"," 24"," 11,421"," 3.336"," 0.000"," ?"," ?"," 2"," 1.672"," 0"," 5,713"," 1"," 5,708"," 87,584,768","T "," 1,264,754"," 25"," 91,613"," 78.161"," 0.000"," 39.174"," 0"," 38.987"," 91.613"," 1,264,754"," ?"," ?"," 0"," 0"," 7.320"," 1,400,657.000"," 9,739.000"," 1,252,720.000"
"select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1994-01-01' and l_shipdate < date '1994-01-01' + interval '1' year and l_discount between .06 - 0.01 an "," 1"," ?"," 0","? ","2014-11-08 20:31:03.92","2014-11-08 20:31:03.92","2014-11-08 20:31:07.79"," 6"," 6,666"," 1.392"," 0.004"," ?"," ?"," 2"," 0.712"," 1"," 3,339"," 0"," 3,327"," 1,024","T "," 1"," 1"," 44,000"," 32.614"," 0.093"," 16.682"," 1"," 15.932"," 44.000"," 1"," ?"," ?"," 0"," 0"," 3.870"," 840,555.000"," 6,640.000"," 835,652.000"
"select o_year, sum(case when nation = 'BRAZIL' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_disco "," 2"," ?"," 0","? ","2014-11-08 20:39:56.63","2014-11-08 20:39:56.63","2014-11-08 20:40:03.59"," 24"," 11,394"," 3.224"," 0.000"," ?"," ?"," 2"," 1.616"," 0"," 5,708"," 0"," 5,686"," 87,584,768","T "," 1,264,754"," 25"," 91,613"," 75.537"," 0.000"," 37.862"," 0"," 37.675"," 91.613"," 1,264,754"," ?"," ?"," 0"," 0"," 7.490"," 1,400,657.000"," 9,741.000"," 1,252,974.000"
"select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1994-01-01' and l_shipdate < date '1994-01-01' + interval '1' year and l_discount between .06 - 0.01 an "," 1"," ?"," 0","? ","2014-11-08 20:31:07.79","2014-11-08 20:31:07.79","2014-11-08 20:31:11.64"," 6"," 6,666"," 1.560"," 0.000"," ?"," ?"," 2"," 0.804"," 1"," 3,339"," 0"," 3,327"," 1,024","T "," 1"," 1"," 44,000"," 36.550"," 0.000"," 18.837"," 1"," 17.713"," 44.000"," 1"," ?"," ?"," 0"," 0"," 3.850"," 840,555.000"," 6,640.000"," 835,652.000"
"select o_year, sum(case when nation = 'BRAZIL' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_disco "," 2"," ?"," 0","? ","2014-11-08 20:40:03.59","2014-11-08 20:40:03.59","2014-11-08 20:40:10.93"," 24"," 11,405"," 3.956"," 0.000"," ?"," ?"," 2"," 1.980"," 1"," 5,728"," 1"," 5,677"," 87,584,768","T "," 1,264,754"," 25"," 91,613"," 92.688"," 0.000"," 46.391"," 1"," 46.297"," 91.613"," 1,264,754"," ?"," ?"," 0"," 0"," 7.870"," 1,403,334.000"," 9,739.000"," 1,253,990.000"
"select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= date '1994-01-01' and l_shipdate < date '1994-01-01' + interval '1' year and l_discount between .06 - 0.01 an "," 1"," ?"," 0","? ","2014-11-08 20:31:11.65","2014-11-08 20:31:11.65","2014-11-08 20:31:15.49"," 6"," 6,666"," 1.460"," 0.000"," ?"," ?"," 2"," 0.744"," 1"," 3,339"," 0"," 3,327"," 1,024","T "," 1"," 1"," 44,000"," 34.206"," 0.000"," 17.431"," 1"," 16.775"," 44.000"," 1"," ?"," ?"," 0"," 0"," 3.840"," 840,555.000"," 6,640.000"," 835,652.000"
"select o_year, sum(case when nation = 'BRAZIL' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_disco "," 2"," ?"," 0","? ","2014-11-08 20:40:10.93","2014-11-08 20:40:10.93","2014-11-08 20:40:17.74"," 24"," 11,415"," 3.292"," 0.000"," ?"," ?"," 2"," 1.648"," 0"," 5,712"," 1"," 5,703"," 87,584,768","T "," 1,264,754"," 25"," 91,613"," 77.130"," 0.000"," 38.612"," 0"," 38.518"," 91.613"," 1,264,754"," ?"," ?"," 0"," 0"," 7.440"," 1,400,281.000"," 9,739.000"," 1,253,101.000"
"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1. "," 411"," ?"," 0","? ","2014-11-08 21:15:09.97","2014-11-08 21:15:09.97","2014-11-08 21:15:29.03"," 16"," 29,805"," 9.920"," 0.000"," ?"," ?"," 2"," 4.984"," 1"," 15,002"," 1"," 14,803"," 40,268,800","T "," 150,066"," 87,540"," 149,937"," 232.425"," 0.000"," 116.775"," 1"," 115.650"," 149.937"," 150,066"," ?"," ?"," 0"," 0"," 19.080"," 3,639,734.000"," 24,990.000"," 3,106,310.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:40:17.75","2014-11-08 20:40:18.99","2014-11-08 20:40:35.26"," 17"," 21,055"," 11.576"," 0.668"," ?"," ?"," 2"," 5.808"," 0"," 10,537"," 1"," 10,518"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 271.225"," 15.651"," 136.081"," 0"," 135.144"," 461.825"," 2,001,115"," ?"," 0.005"," 0"," 0"," 16.270"," 2,514,992.000"," 14,215.000"," 1,753,494.000"
"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1. "," 411"," ?"," 0","? ","2014-11-08 21:15:29.03","2014-11-08 21:15:29.03","2014-11-08 21:15:48.23"," 16"," 29,779"," 9.932"," 0.000"," ?"," ?"," 2"," 4.992"," 1"," 15,016"," 1"," 14,763"," 40,268,800","T "," 150,066"," 87,540"," 149,937"," 232.706"," 0.000"," 116.962"," 1"," 115.744"," 149.937"," 150,066"," ?"," ?"," 0"," 0"," 19.220"," 3,639,606.000"," 24,995.000"," 3,106,629.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:40:35.27","2014-11-08 20:40:36.41","2014-11-08 20:40:54.42"," 17"," 21,025"," 12.648"," 0.592"," ?"," ?"," 2"," 6.324"," 1"," 10,652"," 0"," 10,373"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 296.342"," 13.870"," 148.171"," 1"," 148.171"," 461.825"," 2,001,115"," ?"," 0.003"," 0"," 0"," 18.010"," 2,516,860.000"," 14,163.000"," 1,747,951.000"
"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1. "," 411"," ?"," 0","? ","2014-11-08 21:15:48.23","2014-11-08 21:15:48.23","2014-11-08 21:16:07.28"," 16"," 29,785"," 9.916"," 0.000"," ?"," ?"," 2"," 4.984"," 1"," 14,949"," 1"," 14,836"," 40,268,800","T "," 150,066"," 87,540"," 149,937"," 232.331"," 0.000"," 116.775"," 1"," 115.556"," 149.937"," 150,066"," ?"," ?"," 0"," 0"," 19.070"," 3,636,686.000"," 24,993.000"," 3,106,417.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:40:54.43","2014-11-08 20:40:54.43","2014-11-08 20:41:10.84"," 17"," 21,149"," 11.684"," 0.000"," ?"," ?"," 2"," 5.852"," 0"," 10,613"," 1"," 10,536"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 273.755"," 0.000"," 137.112"," 0"," 136.643"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 16.410"," 2,535,087.000"," 14,289.000"," 1,764,653.000"
"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1. "," 411"," ?"," 0","? ","2014-11-08 21:16:07.29","2014-11-08 21:16:07.29","2014-11-08 21:16:26.30"," 16"," 29,822"," 9.852"," 0.000"," ?"," ?"," 2"," 4.956"," 1"," 15,006"," 1"," 14,816"," 40,268,800","T "," 150,066"," 87,540"," 149,937"," 230.832"," 0.000"," 116.119"," 1"," 114.713"," 149.937"," 150,066"," ?"," ?"," 0"," 0"," 19.020"," 3,641,511.000"," 24,997.000"," 3,106,687.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:45:10.56","2014-11-08 20:45:10.56","2014-11-08 20:45:26.05"," 17"," 21,048"," 10.460"," 0.000"," ?"," ?"," 2"," 5.232"," 0"," 10,527"," 1"," 10,521"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 245.077"," 0.000"," 122.585"," 0"," 122.492"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 15.480"," 2,528,143.000"," 14,237.000"," 1,760,460.000"
"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1. "," 411"," ?"," 0","? ","2014-11-08 21:16:26.31","2014-11-08 21:16:26.31","2014-11-08 21:16:45.55"," 16"," 29,749"," 9.980"," 0.000"," ?"," ?"," 2"," 5.024"," 1"," 14,913"," 1"," 14,836"," 40,268,800","T "," 150,066"," 87,540"," 149,937"," 233.831"," 0.000"," 117.712"," 1"," 116.119"," 149.937"," 150,066"," ?"," ?"," 0"," 0"," 19.260"," 3,632,240.000"," 25,002.000"," 3,107,261.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:45:26.05","2014-11-08 20:45:26.05","2014-11-08 20:45:40.71"," 17"," 20,823"," 10.348"," 0.000"," ?"," ?"," 2"," 5.196"," 0"," 10,433"," 1"," 10,390"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 242.453"," 0.000"," 121.742"," 0"," 120.711"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 14.660"," 2,499,181.000"," 14,162.000"," 1,749,007.000"
"select s_name, count(*) as numwait from supplier, lineitem l1, orders, nation where s_suppkey = l1.l_suppkey and o_orderkey = l1.l_orderkey and o_orderstatus = 'F' and l1.l_receiptdate > l1. "," 411"," ?"," 0","? ","2014-11-08 21:16:45.55","2014-11-08 21:16:45.55","2014-11-08 21:17:04.77"," 16"," 29,718"," 9.868"," 0.004"," ?"," ?"," 2"," 4.960"," 1"," 14,948"," 1"," 14,770"," 40,268,800","T "," 150,066"," 87,540"," 149,937"," 231.206"," 0.093"," 116.212"," 1"," 114.994"," 149.937"," 150,066"," ?"," ?"," 0"," 0"," 19.240"," 3,628,303.000"," 24,999.000"," 3,106,912.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:45:40.72","2014-11-08 20:45:40.72","2014-11-08 20:45:55.71"," 17"," 21,069"," 10.280"," 0.000"," ?"," ?"," 2"," 5.164"," 0"," 10,795"," 0"," 10,274"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 240.859"," 0.000"," 120.992"," 0"," 119.867"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 14.990"," 2,538,084.000"," 14,219.000"," 1,759,867.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:41:10.84","2014-11-08 20:41:10.84","2014-11-08 20:41:26.55"," 17"," 21,197"," 10.668"," 0.000"," ?"," ?"," 2"," 5.356"," 0"," 10,711"," 1"," 10,486"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 249.951"," 0.000"," 125.491"," 0"," 124.460"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 15.710"," 2,541,251.000"," 14,286.000"," 1,764,671.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:45:55.72","2014-11-08 20:45:55.72","2014-11-08 20:46:10.92"," 17"," 21,179"," 10.312"," 0.000"," ?"," ?"," 2"," 5.160"," 0"," 10,626"," 0"," 10,553"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 241.609"," 0.000"," 120.898"," 0"," 120.711"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 15.200"," 2,534,269.000"," 14,269.000"," 1,762,045.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:41:26.56","2014-11-08 20:41:26.56","2014-11-08 20:41:43.07"," 17"," 21,026"," 11.584"," 0.000"," ?"," ?"," 2"," 5.836"," 0"," 10,793"," 0"," 10,233"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 271.412"," 0.000"," 136.737"," 0"," 134.675"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 16.510"," 2,530,836.000"," 14,249.000"," 1,762,819.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:46:10.92","2014-11-08 20:46:10.93","2014-11-08 20:46:25.94"," 17"," 21,142"," 10.360"," 0.000"," ?"," ?"," 2"," 5.188"," 0"," 10,821"," 1"," 10,321"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 242.733"," 0.000"," 121.554"," 0"," 121.179"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 15.010"," 2,521,151.000"," 14,204.000"," 1,751,189.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:41:43.08","2014-11-08 20:41:43.08","2014-11-08 20:42:00.67"," 17"," 20,762"," 12.716"," 0.000"," ?"," ?"," 2"," 6.368"," 0"," 10,384"," 0"," 10,378"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 297.935"," 0.000"," 149.202"," 0"," 148.733"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 17.590"," 2,486,817.000"," 14,199.000"," 1,753,719.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:46:25.95","2014-11-08 20:46:25.95","2014-11-08 20:46:41.52"," 17"," 21,083"," 10.508"," 0.000"," ?"," ?"," 2"," 5.264"," 0"," 10,577"," 0"," 10,506"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 246.201"," 0.000"," 123.335"," 0"," 122.866"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 15.570"," 2,524,321.000"," 14,234.000"," 1,756,872.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:42:00.68","2014-11-08 20:42:00.68","2014-11-08 20:42:16.62"," 17"," 20,949"," 11.136"," 0.000"," ?"," ?"," 2"," 5.572"," 0"," 10,495"," 0"," 10,454"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 260.915"," 0.000"," 130.551"," 0"," 130.364"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 15.940"," 2,510,477.000"," 14,209.000"," 1,755,187.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:46:41.53","2014-11-08 20:46:41.53","2014-11-08 20:46:56.77"," 17"," 20,890"," 10.364"," 0.000"," ?"," ?"," 2"," 5.196"," 0"," 10,493"," 0"," 10,397"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 242.828"," 0.000"," 121.742"," 0"," 121.086"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 15.240"," 2,508,972.000"," 14,193.000"," 1,754,097.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:42:16.63","2014-11-08 20:42:16.63","2014-11-08 20:42:33.12"," 17"," 21,042"," 11.452"," 0.000"," ?"," ?"," 2"," 5.732"," 1"," 10,596"," 0"," 10,446"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 268.319"," 0.000"," 134.300"," 1"," 134.019"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 16.490"," 2,524,387.000"," 14,224.000"," 1,757,940.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:46:56.77","2014-11-08 20:46:56.77","2014-11-08 20:47:11.71"," 17"," 21,076"," 10.432"," 0.000"," ?"," ?"," 2"," 5.228"," 0"," 10,586"," 1"," 10,490"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 244.421"," 0.000"," 122.492"," 0"," 121.929"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 14.940"," 2,520,865.000"," 14,231.000"," 1,756,419.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:42:33.13","2014-11-08 20:42:33.13","2014-11-08 20:42:50.24"," 17"," 21,110"," 12.068"," 0.000"," ?"," ?"," 2"," 6.036"," 0"," 10,765"," 0"," 10,345"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 282.752"," 0.000"," 141.423"," 0"," 141.329"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 17.110"," 2,544,563.000"," 14,206.000"," 1,758,576.000"
"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_sup "," 5"," ?"," 0","? ","2014-11-08 20:27:12.61","2014-11-08 20:27:12.61","2014-11-08 20:27:19.62"," 19"," 11,207"," 3.028"," 0.000"," ?"," ?"," 2"," 1.516"," 1"," 5,713"," 0"," 5,494"," 41,450,496","T "," 719,476"," 539,607"," 157,628"," 70.945"," 0.000"," 35.519"," 1"," 35.426"," 157.628"," 719,476"," ?"," ?"," 0"," 0"," 7.420"," 1,365,853.000"," 9,453.000"," 1,186,912.000"
"select nation, o_year, sum(amount) as sum_profit from ( select n_name as nation, extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantit "," 175"," ?"," 0","? ","2014-11-08 20:42:50.24","2014-11-08 20:42:50.24","2014-11-08 20:43:06.35"," 17"," 20,923"," 11.428"," 0.000"," ?"," ?"," 2"," 5.716"," 1"," 10,463"," 1"," 10,460"," 303,058,944","T "," 2,001,115"," 1,500,837"," 461,825"," 267.757"," 0.000"," 133.925"," 1"," 133.832"," 461.825"," 2,001,115"," ?"," ?"," 0"," 0"," 16.110"," 2,506,193.000"," 14,233.000"," 1,756,516.000"
"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_sup "," 5"," ?"," 0","? ","2014-11-08 20:27:19.62","2014-11-08 20:27:19.62","2014-11-08 20:27:26.63"," 19"," 11,179"," 3.024"," 0.000"," ?"," ?"," 2"," 1.512"," 1"," 5,751"," 0"," 5,428"," 41,450,496","T "," 719,476"," 539,607"," 157,628"," 70.852"," 0.000"," 35.426"," 1"," 35.426"," 157.628"," 719,476"," ?"," ?"," 0"," 0"," 7.410"," 1,362,270.000"," 9,419.000"," 1,183,618.000"
"BEGIN QUERY LOGGING WITH EXPLAIN ON dbc; "," 0"," ?"," 0","? ","2014-11-08 20:21:11.53","2014-11-08 20:21:11.55","2014-11-08 20:21:11.56"," 13"," 39"," 0.004"," 0.012"," ?"," ?"," 2"," 0.004"," 0"," 15"," 1"," 13"," 0","T "," ?"," ?"," ?"," 0.093"," 0.281"," 0.093"," 0"," 0.000"," 0.000"," 0"," ?"," 0.002"," 0"," 0"," 0.010"," 827.000"," 4.000"," 64.000"
"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_sup "," 5"," ?"," 0","? ","2014-11-08 20:27:26.63","2014-11-08 20:27:26.63","2014-11-08 20:27:33.64"," 19"," 11,187"," 3.056"," 0.000"," ?"," ?"," 2"," 1.536"," 0"," 5,731"," 0"," 5,456"," 41,450,496","T "," 719,476"," 539,607"," 157,628"," 71.601"," 0.000"," 35.988"," 0"," 35.613"," 157.628"," 719,476"," ?"," ?"," 0"," 0"," 7.400"," 1,367,002.000"," 9,443.000"," 1,186,579.000"
"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey "," 460"," ?"," 0","? ","2014-11-08 20:21:11.57","2014-11-08 20:21:11.57","2014-11-08 20:21:11.99"," 19"," 1,409"," 0.160"," 0.004"," ?"," ?"," 2"," 0.088"," 1"," 742"," 1"," 667"," 583,680","T "," 42,646"," 42,646"," 16,665"," 3.747"," 0.093"," 2.061"," 1"," 1.686"," 16.665"," 42,646"," ?"," 0.005"," 0"," 0"," 0.420"," 129,158.000"," 825.000"," 99,773.000"
"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_sup "," 5"," ?"," 0","? ","2014-11-08 20:27:33.65","2014-11-08 20:27:33.65","2014-11-08 20:27:40.72"," 19"," 11,141"," 3.004"," 0.000"," ?"," ?"," 2"," 1.508"," 1"," 5,710"," 0"," 5,431"," 41,450,496","T "," 719,476"," 539,607"," 157,628"," 70.383"," 0.000"," 35.332"," 1"," 35.051"," 157.628"," 719,476"," ?"," ?"," 0"," 0"," 7.460"," 1,361,268.000"," 9,447.000"," 1,186,012.000"
"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey "," 460"," ?"," 0","? ","2014-11-08 20:21:11.99","2014-11-08 20:21:12.00","2014-11-08 20:21:12.42"," 19"," 1,407"," 0.160"," 0.000"," ?"," ?"," 2"," 0.084"," 1"," 740"," 1"," 667"," 583,680","T "," 42,646"," 42,646"," 16,665"," 3.748"," 0.000"," 1.968"," 1"," 1.780"," 16.665"," 42,646"," ?"," ?"," 0"," 0"," 0.420"," 129,135.000"," 831.000"," 99,798.000"
"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_sup "," 5"," ?"," 0","? ","2014-11-08 20:27:40.72","2014-11-08 20:27:40.72","2014-11-08 20:27:47.79"," 19"," 11,175"," 3.052"," 0.000"," ?"," ?"," 2"," 1.540"," 0"," 5,716"," 0"," 5,459"," 41,450,496","T "," 719,476"," 539,607"," 157,628"," 71.508"," 0.000"," 36.082"," 0"," 35.426"," 157.628"," 719,476"," ?"," ?"," 0"," 0"," 7.460"," 1,362,642.000"," 9,461.000"," 1,188,483.000"
"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey "," 460"," ?"," 0","? ","2014-11-08 20:21:12.43","2014-11-08 20:21:12.43","2014-11-08 20:21:12.87"," 19"," 1,409"," 0.176"," 0.000"," ?"," ?"," 2"," 0.092"," 0"," 706"," 0"," 703"," 583,680","T "," 42,646"," 42,646"," 16,665"," 4.123"," 0.000"," 2.155"," 0"," 1.968"," 16.665"," 42,646"," ?"," ?"," 0"," 0"," 0.450"," 129,158.000"," 826.000"," 99,619.000"
"select n_name, sum(l_extendedprice * (1 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_sup "," 5"," ?"," 0","? ","2014-11-08 20:27:47.79","2014-11-08 20:27:47.79","2014-11-08 20:27:54.84"," 19"," 11,174"," 3.024"," 0.000"," ?"," ?"," 2"," 1.516"," 0"," 5,677"," 0"," 5,497"," 41,450,496","T "," 719,476"," 539,607"," 157,628"," 70.851"," 0.000"," 35.519"," 0"," 35.332"," 157.628"," 719,476"," ?"," ?"," 0"," 0"," 7.440"," 1,362,187.000"," 9,430.000"," 1,184,940.000"
"select s_acctbal, s_name, n_name, p_partkey, p_mfgr, s_address, s_phone, s_comment from part, supplier, partsupp, nation, region where p_partkey = ps_partkey and s_suppkey = ps_suppkey "," 460"," ?"," 0","? ","2014-11-08 20:21:12.87","2014-11-08 20:21:12.88","2014-11-08 20:21:13.30"," 19"," 1,448"," 0.176"," 0.000"," ?"," ?"," 2"," 0.088"," 1"," 742"," 1"," 706"," 583,680","T "," 42,646"," 42,646"," 16,665"," 4.122"," 0.000"," 2.061"," 1"," 2.061"," 16.665"," 42,646"," ?"," ?"," 0"," 0"," 0.420"," 129,158.000"," 829.000"," 99,776.000"
